date,cash,holdings_value,total_equity,kospi_close
2026-08-23,100000000.0,0.0,100000000.0,6912.95
2026-08-24,100000000.0,0.0,100000000.0,6696.96
2026-08-25,100000000.0,0.0,100000000.0,6742.74
2026-08-26,100000000.0,0.0,100000000.0,6808.21
2026-08-29,100000000.0,0.0,100000000.0,6788.88
2026-08-31,78546700.0,21453300.0,100000000.0,6820.02
2026-09-01,100433400.0,0.0,100433400.0,6835.8
