code,name,quantity,avg_price
332570,PS일렉트로닉스,502.0,8670.0
008930,한미사이언스,129.0,46300.0
006360,GS건설,177.0,36300.0
KRW-SOL,솔라나,75.5114987,142200.0
003230,삼양식품,6.0,1531000.0
086790,하나금융지주,92.0,136300.0
257720,실리콘투,132.0,51900.0
006400,삼성SDI,14.0,538000.0
